<label>|<Sentence Text>|<Always deliberative>|<Non-IIA>|<Sentiment>|<Subjectivity>
D1|Steve Silverman is collecting all the recent Harris missives for the President to review prior to the meeting.|||0.561911345|0.29097158
|||||
D1|The links to race seem most promising -- a town hall taking off from the SOTU, with military, Peace pedple together to serve across racial lines|1||0.833882928|0.00065364
D1|"Also, Gomperts has been talking about proposing a â€œthinkersâ€ conference on service -- to discuss how to bring service ""up to scale"", and to try to find  common ground with ""compassionate conservatives"" like Coates and Kasich who favor tax credits for charitable contributions to support the volunteer sector."|1||-0.842396319|0.1024555
|||||
D1|I still think this is dopey, and we shouldn't waste a lot of time on it Monday|1||-0.999981761|0.99915266
D1|But it might be nice for the President to say something about it on Tuesday, when he has a big mentoring event at the WH|1||-0.568203092|0.76757604
D1|Can you find out if America's Promise expects any major press on this?|1||-0.782921016|0.9576567
|||||
D1|What are the President and Harris meeting about on Friday?|1||-0.96242094|0.03871319
|||||
D0|Attached is stuff cobbled together from Cabinet Affairs, me, and John Gomperts that will form the basis for the briefing memo on tomorrow's meeting that Cabinet Affairs is putting together.|||-0.511110842|0.23973933
|||||
D1|We asked Gomperts what Harris might bring up|1||-0.985044003|0.060761917
D1|No big surprises (reauthorization, race), but 2 little ones: First, he may raise exempting AmeriCorps education awards from taxation|||-0.994616926|0.87274796
D1|Today they are treated as income|||0.975633025|0.005185771
D1|It would cost about $14 million; itâ€™s not in the budget|||-0.995789826|0.99237305
D1|We were thinking about putting it in our reauthorization proposal, but Gomperts decided not to because he feared having to refer the bill to hostile tax committees|1||-0.994093597|0.9788478
D1|Second, Harris may propose that we require more work-study jobs to be service|||-0.81157738|0.7076626
D1|I recall that you have not been enthusiastic about that idea in the past|1||-0.999102712|0.9997297
D1|The Education Dept and the higher ed community doesn't like the idea, and I know it risks too much pressure when added to America Reads and the college-school partnerships, but I think it has merit on its own|1||-0.984733641|0.99991035
D1|(There is also a disability item he may raise that is still a mystery to me.)|1||-0.974432766|0.01752341
|||||
D0|The Corporation has accomplished a great deal in the past year, including a growing membership through America Reads and new partnerships with non-profits and faith-based groups; the service summit last April; and the launch of the new high school service scholars program.|||0.989359617|2.76E-07
|||||
D1|Reauthorization of the Corporation for National Service: This is the Corporation's top priority for this year, and Harris will ask you for your active assistance|||0.928454936|0.00334464
D1|He will ask you to send a strong signal to the bipartisan Congressional leadership and the Chairs and Ranking Members of the authorizing committees, as well as key White House offices, that reauthorization is a high priority for your Administration|||0.905483186|0.044137914
D1|One option is to hold an event in the next few weeks when we officially transmit our legislation to the Hill.|1||-0.905292034|0.13787915
|||||
D0|Through the service summit and other vehicles, Harris has reached out extensively to Republicans and to those who have not traditionally supported national service in an effort to build bridges between the service and volunteer sectors|||0.984725058|5.30E-11
D0|While he has made progress, it is not clear which Republicans have joined our cause and would agree to speak out on behalf of reauthorization|||-0.986756206|0.001406867
D0|General Powell has done PSA's for AmeriCorps and speaks very positively about the program, but he might not agree to endorse legislation|||-0.988106608|0.99882084
D0|Harris would like to reach out to the â€œcivic renewal/compassionate conservativesâ€ in Congress such as Sen Coats to seek ways to work together on citizen service that go beyond AmeriCorps, but which will smooth the path for reauthorization.|||0.803331316|0.81479424
|||||
D0|Harris may also raise two related items: legislation to exempt AmeriCorps education awards from income tax, and making it more attractive for individuals with disabilities to participate in AmeriCorps|||-0.835608959|0.9353787
D0|The Corporation decided to drop the tax proposal from its reauthorization proposal late last year because of fears that it would bog down reauthorization|||-0.992251933|0.019960662
D0|It has a small cost.|||0.940935671|0.70087093
|||||
D1|One America: Harris wants to follow up on your â€œOne Americaâ€ theme from the State of the Union, where you spoke about how citizen service can help us create a common identity, and gave as examples the military, the Peace Corps, and AmeriCorps|||0.991092861|0.001235523
D1|He will suggest a White House event (either a Conference or other form of interactive event) in which people from the military, the Peace Corps, and especially young people engaged in national service can draw attention to the ways in which their shared endeavors have led to greater understanding across racial and other differences|||0.998870552|6.25E-10
D1|Obviously, we would want to work with the Race Initiative and others in creating such an event, but we would look to highlight AmeriCorps and other forms of national service (especially youth service) in this event.|1||-0.911573648|0.022876859
|||||
D0|In addition, Harris may raise the following issues with you: National Volunteer Week: Harris will want us to highlight National Volunteer Week and National Youth Service Day in April to draw attention to the value of youth service|||0.971315503|8.77E-07
D0|Like the Martin Luther King Day of Service, this annual event is an occasion to showcase AmeriCorps and national service, and will take place around the time of the one-year anniversary of the service summit in Philadelphia|||0.990159333|6.61E-06
D0|The Corporation might propose that you serve with AmeriCorps, or that you speak out about programs that encourage and reward youth service such as your high school service scholars program (which we hope to expand to 10,000 high schools this year), or the new President's Student Service Awards.|||-0.71952939|0.2713266
|||||
D0|Work Study: Harris may raise the option of dedicating more work-study funds to service|||-0.927791774|0.6325506
D0|He will acknowledge that the Department of Education and the higher education community are not enthusiastic about this idea, but he feels that work-study could be a key tool to make youth service more universal and build on the success of America Reads.|||-0.995203614|0.6245558
|||||
D0|Dear Mr President, As I alerted you at Cardozo, this missive is inspired by Andrew Marvelâ€™s 17th century poem about â€œtimeâ€™s winged chariot,â€ and by the realization that you have a little more than a thousand days left in your presidency.||1|0.797604859|0.40163052
|||||
D0|Had we but world enough, and time, This coyness, Lady, were no-crime..||1|0.986458719|0.017241145
D0|But at my back I always hear Time's winged chariot hurrying near, And yonder all before us lie Deserts of vast eternity.||1|0.828092635|0.05339711
|||||
D0|Now therefore, while the youthful hue Sits on thy skin like morning dew..||1|-0.68436408|0.9727906
D0|Rather at once our time devour Than languish in his slow-chapt power||1|-0.653066933|0.53756124
D0|Let us roll all our strength and all Our sweetness up into one ball..||1|0.997760296|0.9900823
D0|Thus, though we cannot make our sun Stand still, yet we will make him run.||1|-0.96815747|0.10952511
|||||
D0|As you may guess, my proposition is that the time has come for you to do everything in your power to roll all your â€œstrengthâ€ and all your â€œsweetnessâ€ up into one ball||1|0.965211749|0.9928873
D0|And that the time to begin trying to do that is your State of the Union address||1|0.717732072|0.000435329
D0|My pitch goes beyond AmeriCorps and national service â€” though they are central and the reauthorization for the Corporation for National Service needs your championship in the address to Congress and months to follow||1|0.99581933|0.000102728
D0|I write here not so much as an agent for AmeriCorps but, if I may be so bold, as a coach for Americaâ€™s future and for the next thousand days of your Presidency.||1|0.989370704|0.9946526
|||||
D0|As an old civil rights hand and a veteran not only of national service, but also of the Peace Corps and higher education over the years, I see you on the brink of truly becoming the Education President, the Citizen Service President, and the President who leads us into the new millennium on the road to One America||1|0.996925652|5.13E-09
D0|The three themes of education, service and One America already run through your record as President and in the years before that||1|0.992689788|0.000522737
D0|They are three themes that people know run deep in you||1|0.982444108|0.045855906
D0|They are your special trinity.||1|0.998814702|0.021952262
|||||
D0|Now is the time, in an even fuller and stronger measure, to roll your efforts in these three vital areas into one commanding vision and one unified strategy||1|0.999627352|0.39133096
D0|If you succeed, the whole will be recognized as far greater than the sum of the parts||1|0.613303363|0.9999862
D0|The parts are not small, but so far most people fail to see how they come together in something very powerful and fundamental.||1|0.991452932|0.9788946
|||||
D0|As of now, one might predict that historians will acknowledge you as a President who, with indomitable spirit, under unprecedented continuous assault, made progress in many increments on many different fronts||1|0.90666157|0.9224763
D0|If that is all you did, it would be very good||1|-0.916860104|0.9979962
D0|But what I imagine, and more importantly what the spirit of the nation needs, is far more â€” that you speak and act in these next three years so you stand tall in history as the one who in the last half of this century ushered in a truly great transformation.||1|0.996473372|0.99840254
|||||
D0|Roosevelt led such a transformation in the crucible of the Great Depression||1|0.981404364|0.14658225
D0|Lincoln did it in the Civil War||1|0.810935199|0.04694649
D0|You can do it in our more complicated time, even though, as you have noted, it is very difficult when there is not an inescapable, galvanizing crisis.||1|0.989386559|0.99999833
|||||
D0|Yet, as you know, there is a quiet crisis of the American spirit â€” the civic spirit that made America great||1|0.569553077|0.90179044
D0|There is the slow-burning crisis of American youth â€” especially for the 15 million or more who lack the fundamentals for success||1|-0.997852564|0.22588041
D0|There is the profound crisis of American unity â€” of the two cities of rich and poor, and the divisions of race.||1|-0.804223895|0.000315954
|||||
D0|To galvanize the country for action to deal with this compound crisis, I urge you to embrace the strategy we used to organize the Presidentsâ€™ Summit â€” which is now our strategy in the post-summit campaign for Americaâ€™s Promise||1|0.996950626|0.46336174
D0|That is, to focus on the key problems for children and youth and work to bring together all the forces of our society, including citizen service and government at all levels, to solve these problems||1|0.99637115|1.12E-07
D0|And to do it by embracing and giving priority to the measurable goals set at the summit, around which Americaâ€™s Promise and our national service network are mobilizing people, state-by-state, and community-by-community.||1|0.998646796|0.042795297
|||||
D0|The Five Summit Goals encompass the themes of good education for ail, citizen service for youth and service by all young people, and common work by young and old, across all the lines that divide us, to build One America||1|0.998611808|8.47E-07
D0|The Goals include a healthy start and access to health care for all children, which is also needed to make America one, and for which you have also done so much.||1|0.98195225|0.25704116
|||||
D0|And the overarching vision is the one you have been articulating so well - One America||1|0.99904865|0.92510575
D0|It is that vision which connects the three themes||1|0.999891043|0.9439281
D0|Education is the great equalizer, but to achieve One America that succeeds in self-government, it must be education in the full sense, not just in the classroom and in training for jobs||1|0.948267758|0.9206403
D0|It must also be education in citizenship, in the ethic and practice of citizen service.||1|0.888465703|0.005439074
|||||
D0|Morally and strategically this focus on children and youth, on their education and on service to and by youth, is the right strategy for our time||1|0.997982264|0.17066641
D0|It is a common ground on which people of common sense can rally for the common good.||1|0.982417524|0.5817574
|||||
D0|When Martin Luther King and Robert Kennedy were killed the goals set by the Summit were the ones they were pointing to||1|-0.937556624|4.77E-07
D0|The nation has paid a terrible price in not achieving those goals for millions of young people who came of age in the last thirty years||1|-0.999978542|0.067692794
D0|If you use the Bully Pulpit of the Presidency, with all your extraordinary power of persuasion, you can make the next years the beginning of Civil Rights II.||1|0.702698529|0.9954379
|||||
D0|In delivering his Dream on the steps of the Lincoln Memorial, Martin said, â€œWe have come to this hallowed spot to remind America of the fierce urgency of now.â€ And he spelled out our mission: â€œ Now is the time to open the doors of opportunity for all of Godâ€™s children.â€||1|0.99288708|0.001533018
|||||
D0|The Capitol is not so hallowed a spot, but the State of the Union is the right occasion to summon up the â€œbetter angels of our nature.â€||1|0.909409106|0.19144854
|||||
D0|You conveyed so well the essence and centrality of this vision and strategy in your from-the-heart, stirring words to the volunteers at Cardozo||1|0.999322534|0.99932873
D0|You also articulated this clearly in your December interview with the New York Times, when you said your Race Initiative â€œneeds to be seen in the context also of what I have tried to do since I got here on citizen service, the whole idea of AmeriCorps, participating in the Presidentsâ€™ Summit on Service, all that.â€||1|0.956755459|0.8668944
D0|And your goal in a â€œlarger sense,â€ you said is, â€œto create an ethic of service across racial lines so that when we begin this new century and when I leave office and go off into the sunset, the typical American will have at least three opportunities for constructive engagement with people of other races â€” one at work, one at school, and one in community service working on common problems||1|0.977188945|0.00062576
D0|So I intend to try to work to sort of integrate all that.â€||1|-0.594667912|0.34421968
|||||
D0|With the vision of One America and that strategy for education and service, and with your strong and sustained leadership, I believe you can yet bring this country together around the great, unifying national cause we need.||1|0.996095359|0.69345415
|||||
D1|FYI, Maria Echaveste has been pushing for an 800 number for the state of the union where the President could refer people who want to volunteer, in connection with the race initiative|||0.751783133|9.49E-06
D1|The Corporation for National Service told her it couldn't do this, particularly on such short notice, but suggested creating a Corp web site that would point potential volunteers to existing web sites of the United Way, the big youth service group, United Way, America's Promise, etc|1||-0.999471486|9.72E-07
D1|So we'll see|||0.987536252|0.56187546
D1|(Previously, Maria tried to get religious orgs to agree to offer service opportunities, but didn't get much response.)|1||-0.990237892|0.000264371
|||||
D0|I hear that Communications may push to do the radio address on MLK Day and service|||-0.937560916|0.10894482
D0|Since we have the service project on Monday, that may be overkill, so I'm certainly not pushing it|||0.785904825|0.9960063
D0|But, if it becomes the best option, here are my best policy announcements {they're pretty small):|||-0.972954988|0.99955183
|||||
D1|President's Youth Service Awards -- The Corporation i i h these; I sent you a note on this the other day|||0.995783985|0.8520443
D1|But the First Lady may be planning to announce this in her column, so we'd have to call that off.|1||-0.952541888|0.000255715
|||||
D0|AmeriCorps has a study it hasn't formally released on diversity in AmeriCorps|||-0.985948205|0.9729124
D0|It's pretty boring -- qualitative stuff about who benefits from diversity and how to support diversity|||-0.999961376|0.99998224
D0|More interesting is a PC how-to manual by the study authors with examples from successful service programs|||-0.59532398|0.6173316
D0|The Corporation's conclusion from the study is that national service gives participants a greater respect for others|||0.991297245|0.05796223
|||||
D0|The Presidential Memorandum asking agencies to report on how they support employees to want to volunteer during the work day is about to go out.|||-0.982930601|0.001134431
|||||
D1|"We could see if Harris is comfortable announcing a ""Saturdays of service"" program for AmeriCorps NCCC, similar to CityYear's Young Heroes, where AmeriCorps and JH students work together on Saturdays."|1||-0.985766053|0.021352587
|||||
D1|I think this is an easy call, but let me know asap if the following raises any red flags.|1||0.911382496|0.98820764
|||||
D0|Harris sent a Dec 31 memo to the President in which he says the Corporation will relaunch the President's Youth Service Awards|||-0.992304265|2.25E-05
D0|These awards are essentially a certificate similar to the PrÃ©sident's Physical Fitness Award, and would go to any youngster who could demonstrate that they completed 100 hours ice ina year (part of the summit's goal 5)|||-0.746679962|0.014334039
D0|There is no cost|||0.926597357|0.34138173
D0|The program has bipartisan support|||0.996348441|0.8759498
D0|But it was suspended in March 1994 after a negative IG report on how it was being administered.|||-0.995411694|0.039434176
|||||
D1|Apparently Gomperts told Melanne about the idea, and my second-hand information is that she liked it very much and the First Lady is seriously considering mentioning it in this week's column, which has a deadline of Thursday|1||0.833412886|0.011527106
D1|So if there are any problems, we should surface them now.|1||0.971043408|0.8834243
|||||
D1|(The other obvious question is whether we should hold this for him to announce at the service event on MLK Day, but this doesn't seem so appeating, and it's not clear we want an announcement.)|1||-0.995089114|0.9954592
|||||
D1|Here's a draft memo on Harris's proposal to resume the Daily's|1||-0.978319466|0.9510864
D1|Let me know whether you want the memo to come from you, and whether you want to recommend an option -I know you've said you really don't care in the past|1||-0.995133102|0.99904424
D1|Steve Silverman would probably be willing to send the memo if you don't want to.|1||-0.971080184|0.97933537
|||||
D1|This draft identifies a middle ground option between resuming and not resuming the awards, which is resuming them but not linking them to the President|1||-0.973067522|0.12292498
D1|It's been hard to get closure on where people are on this issue, but I think Ann Lewis opposes it, while Steve Silverman thinks we should do something here|1||-0.757822335|0.928115
D1|Harris says that the former President will be very disappointed if we reject this idea.|1||-0.998817205|0.9971781
|||||
D0|Background: Harris Wofford has written to urge that you resume former President Bushâ€™s â€œ Daily Points of Lightâ€ awards|||-0.877693653|0.82947266
D0|He proposes to rename the awards the â€œPresidentsâ€™ [plural] Points of Light,â€ with you and President Bush as co-sponsors|||-0.92454952|0.19690047
D0|Rather than having the White House take responsibility for selecting and vetting the winners on a daily basis, as was the case under President Bush, Harris proposes that the Points of Light Foundation and the Corporation for National Service take on this responsibility|||0.675501585|5.21E-05
D0|The Knights of Columbus have agreed to fund the costs of this program for one year.|||-0.979475141|0.001723126
|||||
D0|One factor complicating the decision is that Harris has had extensive conversations with the Points of Light Foundation and with President Bush himself on this proposal|||-0.53810817|0.011106647
D0|Apparently Harris has made it clear that he favors this idea and that the decision rests with the White House|||0.692057312|0.6162688
D0|Harris indicates that President Bush will be deeply disappointed if we decide not to resume the awards.|||-0.992742538|0.9996679
|||||
D0|One other timing issue is that you are scheduled to attend the dedication of President Bushâ€™s library in November|||-0.989459753|0.043730237
D0|If we decide to reinstate this program, that event would be an opportunity to announce it, especially given the former Presidentâ€™s attachment to the Points of Light program.|||-0.981909931|0.91307586
|||||
D1|Arguments For: Reinstating the awards is an easy way to keep the issue of service and volunteerism before the public on a daily basis|1||0.553880155|0.9951734
D1|It would continue to repair the rift between the AmeriCorps concept of service and the more traditional volunteer sector, just as the Philadelphia summit did|||0.995587587|0.001239716
D1|AmeriCorps members would be eligible for the awards.|||0.696755648|0.99091774
|||||
D1|President Bush very much wants the Administration to do this|||-0.956021428|0.99209785
D1|He will be very disappointed if we do not, and he will see it as the White Houseâ€™s decision because of Harrisâ€™ conversations with him.|||-0.997054577|0.004670158
|||||
D1|Arguments Against: The benefits of resuming the awards are minimal|1||-0.985414982|0.9987801
D1|Our efforts to reach out to the volunteer sector at the Philadelphia summit were so successful that it is not clear what this would add|1||-0.663810134|0.8238612
D1|In addition, some would react negatively to such a decision, since the original Points of Light program was derided by many as an empty gesture.|1||-0.996283352|0.9997234
|||||
D1|The daily responsibility of selecting and vetting winners will be time-consuming for White House staff, and not worth the effort|1||-0.999848723|0.16474722
D1|Although theoretically we could assign responsibility for vetting the award winners to the Points of Light Foundation and the Corporation for National Service, from a practical standpoint we would probably still feel the need to do a legal and/or political check on award winners.|1||-0.994133413|0.9932594
|||||
D1|Options: Resume the awards as Wofford proposes.|1||-0.997839451|0.97837853
|||||
D1|Decline to resume the awards.|1||-0.997445226|0.40981883
|||||
D1|Reestablish these awards as the â€œDaily Points of Lightâ€ awards, administered by the Corporation and the Points of Light Foundation, with no connection to the President or the White House|1||-0.675774813|0.001563719
D1|It is not clear how President Bush would react to such a plan.|1||-0.999266326|0.9876145
|||||
D1|Several members of the press are planning stories on progress in the 6 months since the service summit|||0.943873405|1.64E-06
D1|The Times already did one, and the Boston Globe is working on one that may not be positive; it may already have been in the press this weekend|||-0.99771142|0.045298163
D1|Jonathan Alter will do one that people suspect will be critical|||0.962749422|0.45267463
D1|America's Promise is trying to respond by putting together a 6-month update that Powell will reveal in some setting later this month|||-0.909068406|0.24162991
D1|They have asked all commitment makers for media-oriented nuggets they could use|||0.756468356|0.008898119
D1|(I am putting together a package for them on federal agency commitments.) America's PromisÃ© remains in a state of flux|1||-0.996806026|0.99836546
D1|They still have not developed their tracking system for commitments, and personnel changes continue.|||-0.988408625|1.01E-05
|||||
D1|"Steve Silverman and I have talked about us doing a ""6 month memoâ€ that would lay out our own progress since the summit and talk about where we want to be at the 1-year point"|1||-0.881031275|0.6728974
D1|Let me know if you think that's a good or bad idea|1||0.586010456|0.99083626
D1|Ideas we could develop are outreach on health insurance both Medicaid and the new program; and reauthorization of AmeriCorps|||0.941366374|0.024972456
D1|You that  Harris just Sent the President a memo -- it's a general update on the Corporation, with making reauthorization a priority by releasing it this year and pushing hard early next year|||-0.675872743|0.8689935
|||||
D1|Folks--this issue has been kicking around and getting more momentum|1||0.762096822|0.9421564
D1|VA has analyzed over the last few years the claims of these Filipinos for benefits as veterans having fought for the US in WWII|||0.985590935|0.37730277
D1|I believe the conclusion is that it would be extremely costly but I don't believe the White House has ever engaged in a substantive analysis of the merits of the claim other than the financial cost|1||-0.963265896|0.9997234
D1|I think we need a process to have this resolved--it has gotten on the President's radar screen|1||-0.554093301|0.9999218
D1|I would be happy to coordinate this process, if you'll assign the appropriate staff members for this work|1||0.999201834|0.81383103
D1|Thank you.|||0.921120048|0.9742234
|||||
D0|PURPOSE To announce significant budget initiatives to help break the cycle of crime and drugs|||0.985072076|0.21540233
D0|A new Justice Department report, also released today, shows that in 1997 more than threequarters of the nationâ€™s prisoners reported past drug use, more than half reported using drugs in the month before their offense, and one in six committed their crimes so they could purchase drugs|||-0.998151362|3.66E-05
D0|Responding to these findings, you will announce new resources to help states and localities systematically test, treat, and sanction drug-involved offenders -including $215 million in the FY 2000 budget to enforce â€œzero toleranceâ€ for drug use by prisoners, parolees, and probationers.|||0.984627962|0.1156593
|||||
D0|BACKGROUND Today the Justice Departmentâ€™s Bureau of Justice Statistics will release a new study on prisoner drug use (Substance Abuse and Treatment, State and Federal Prisoners, 1997)|||-0.52309376|1.33E-07
D0|Key findings regarding prisoner drug use include:|||0.86876601|0.19208893
|||||
D0|Vast majority of all prisoners report drug use|||-0.997006357|0.12709327
D0|In 1997, 83 percent of state prisoners and 73 percent of federal prisoners reported past drug use -considerably more than the 21 percent of state prisoners and 60 percent of federal prisoners who are serving time for drug offenses|||-0.913816214|0.001058756
D0|In addition, 57 percent of state prisoners and 45 percent of federal prisoners reported using drugs in the month before their arrest.|||-0.99890554|6.03E-06
|||||
D0|Many prisoners commit crimes to buy drugs or while high|||-0.935508668|0.012206448
D0|Nearly 20 percent of state prisoners and 15 percent of federal inmates reported committing their offense to get money to buy drugs|||-0.999578416|0.017368909
D0|And 33 percent of state prisoners and 22 percent of federal prisoners were actually under the influence of drugs at the time of their offense.|||-0.998524964|8.40E-05
|||||
D0|Drug offenders have long â€œrap sheets.â€ State prisoners serving sentences for drug offenses reported extensive criminal histories: 76 percent had been previously sentenced to prison or probation;|||0.677062511|2.51E-05
D0|54 percent were on probation or parole at the time of their arrest;|||-0.831644714|6.61E-05
D0|45 percent had three or more prior sentences, and 23 percent had previously committed a violent crime|||-0.996761799|0.000913013
D0|Although federal drug offenders generally reported less severe criminal histories, 59 percent had prior criminal records.|||0.676922321|0.001461756
|||||
D0|You will announce new measures to ensure that the criminal justice system operates to keep offenders drug- and crime-free, including: (1) $215 million in your FY 2000 budget proposal to drug test and treat more people under criminal justice supervision;|||0.573643029|0.004514869
D0|and (2) the availability of about $120 million in FY 1999 to help make prisoners and parolees drugfree.|||-0.67926389|5.41E-05
|||||
D0|(1) $215 million for the most comprehensive drug supervision ever|||0.977644145|0.13591719
D0|Your FY 2000 budget will include $100 million to help states and localities implement tough new systems to drug test, treat,and punish prisoners, parolees, and probationers|||0.889101803|0.5348496
D0|This initiative will ensure that states fully implement the comprehensive plans to drug test prisoners and parolees that they are required by law to submit to the Justice Department, while also supporting the efforts of states like Maryland and Connecticut to begin drug testing probationers on a regular basis|||0.995691836|6.36E-05
D0|Your FY 2000 budget also will include $50 million -- or an increase of 25 percent -- to expand the number of local drug courts and $65 million for residential drug treatment in state prisons.|||0.630834639|0.9487551
|||||
D0|(2) About $120 million this year for drug-free prison initiatives|||0.986849546|0.09232854
D0|You will announce the availability or release of the following grants to ensure that states fully implement their comprehensive plans for prison drug testing, treatment, and sanctions:|||0.886371553|0.8184995
|||||
D0|-- Up to $50 million for prison drug testing and intervention|||0.942099988|0.18712907
D0|Today the Justice Department will release new guidance informing states that they can use up to 10 percent of their prison construction funds (Violent Offender Incarceration/Truth-in-Sentencing grants) to drug test and treat prisoners and parolees|||-0.755797982|2.22E-07
D0|Last year, you called on Congress to give the states this flexibility, and he fought for it to be included in the final budget agreement.|||-0.84726429|0.9700084
|||||
D0|-- $63 million for residential drug treatment in state prisons|||0.947727621|0.093440145
D0|The Justice Department also will announce the availability of $63 million for state prisons to provide long-term drug treatment and intensive supervision for prisoners with the most serious drug problems.|||-0.512188673|2.54E-08
|||||
D0|-- $6 million for new Drug-Free Prison initiatives|||0.995152712|0.8389362
D0|You will announce that the Office of National Drug Control Policy will award $6 million in grants to help 8 states (AL, AZ, CA, FL, KS, MD, NJ, NY) and the Federal Bureau of Prisons make and keep their prisons drug-free|||-0.935785949|7.55E-06
D0|These grants will support surveillance systems, drug-sniffing K-9 teams, advanced technologies for drug detection, and other efforts to detect and deter drug use in prisons.|||0.99401021|2.83E-07
|||||
D0|SEQUENCE OF EVENTS - YOU will be announced onto the stage accompanied by stage participants|||0.999699593|0.97758806
D0|Director McCaffrey will make introductory remarks and introduce the Attorney General|||0.983297706|0.97750676
D0|The Attorney General will make remarks and introduce The Lt Governor|||0.95878768|0.024079565
D0|The Lt Governor will make remarks and introduce YOU|||0.969708622|0.12840538
D0|YOU will make remarks and then depart.|||-0.994559705|0.32477254
|||||
D0|REMARKS Provided by Speechwriting.|||-0.893680036|0.913143
|||||
D0|Q The Administration says that it has increased drug testing and treatment in the federal prisons, but the Justice Department report suggests a decrease in inmate treatment since 1991|||-0.954223037|0.000867895
D0|How do you explain this contradiction?|||-0.969255388|0.70513916
|||||
D0|We have definitely increased the number of federal inmates that are drug tested and treated|||0.997415304|0.5389391
D0|The 1994 Crime Act mandated that, by the end of FY 1997, all federal prisoners eligible for residential drug treatment should receive such treatment|||-0.99656713|0.31556827
D0|As a result, by 1998, the Federal Bureau of Prisons was conducting about 30,000 more drug tests per year and providing residential drug treatment to four times as many prisoners|||-0.619159698|2.45E-07
D0|The number of inmates participating in other types of drug abuse and education programs also increased during this time.|||-0.658032537|0.000666725
|||||
D0|However, these increases may not have kept pace with the rapid growth in the prison population during that same period|||-0.993674636|0.004613319
D0|In fact, between 1991 and 1997, the federal prison population grew by well over 50 percent (from 71,000 to about 113,000)|||0.709017098|2.37E-05
D0|Thus, even while more treatment slots were being made available -- and more prisoners were participating in other drug abuse and education programs -- the overall percentage in treatment may have declined.|||-0.99885726|0.02114289
|||||
D0|Finally, it should be noted that the Justice Department report includes a disclaimer saying that -- because the likelihood of receiving treatment increases as a prisonerâ€™s release date approaches -- it may have underestimated the total number of prisoners who will ultimately receive drug treatment.|||-0.976730764|0.7913925
|||||
D0|Q What will the overall increase in funding be for drug testing and treatment as a result of this new initiative?|||-0.560337365|0.8970642
|||||
D0|The â€œzero toleranceâ€ drug supervision initiative represents a funding enhancement of $112 million for FY 2000|||0.907441795|0.8694153
D0|This includes: $100 million in new funds for states and localities to drug test and treat prisoners, parolees, and probationers; an increase of $10 million for additional drug courts (from $40 to $50 million); and an increase of $2 million for the residential drug treatment in state prisons (from $63 million to $65 million).|||0.975623965|1.11E-08
|||||
D0|Youâ€™ve talked about a â€œzero toleranceâ€ policy for prisoners and drugs before, as well as requiring states to drug test and treat offenders|||-0.99752897|0.34048447
D0|What is really new about todayâ€™s announcement?|||-0.674414933|0.8050331
|||||
D0|Todayâ€™s announcement takes us a step further in accomplishing comprehensive testing and treatment for offenders in two significant ways|||0.998182535|0.5454593
D0|First, the Presidentâ€™s FY 2000 budget initiative proposes over $100 million in new, direct funds for states to carry out their own plans to test and treat prisoners and parolees|||-0.869216204|0.16833255
D0|And second, these funds can be used, for the first time, to begin to test and treat the over 3 million adult probationers -- two-thirdsof which have serious substance abuse problems.|||0.998850226|0.000282076
|||||
D0|What is the average cost of a drug test?|||-0.974685371|0.1977381
|||||
D0|The Federal Bureau of Prisons spends less than $9.00 per drug test for the nearly 130,000 drug tests it conducted last year|||-0.994780958|0.032651246
D0|Costs can vary depending on the number of drugs tested for, procedural requirements, and the number of tests needed (lower quantities will cost more.|||-0.966035843|0.99984646
|||||
D0|Is overall drug use increasing or decreasing? And how does it compare to the statistics contained in todayâ€™s report on prisoner drug use?|||-0.976569951|0.32221094
|||||
D0|According to the most recent National Household Survey on Drug Abuse, there were 13.9 million current drug users in 1997 -- or about half the number of drug users during the peak year of 1979|||-0.703136146|5.05E-07
D0|These nearly 14 million drug users represent about 6 percent of the American population age 12 and older, and the number has remained roughly flat since 1992.|||-0.998136163|3.33E-05
|||||
D0|By comparison, current drug use by prisoners has increased since 1991 and ranges between 5 to 10 times greater than the overall population.|||-0.975511193|0.00223624
|||||
D0|But isnâ€™t youth drug use increasing?|||-0.897507071|0.08231471
|||||
D0|Not according to the most recent study released by the Department of Health and Human Services|||-0.998674631|0.000407824
D0|The 1998 Monitoring the Future Survey showed that for the second year in a row, youth drug use, in nearly every category, has either decreased or leveled off among 8th, 10th, and 12th graders|||-0.999548137|0.004642963
D0|Specifically, marijuana use -- the most widely used drug by teens -- appears to have leveled off, with declines reported for the second year|||-0.99838376|0.7924907
D0|Just as importantly, youth attitudes toward drugs appear to be turning around, with more young people viewing marijuana use as risky behavior.|||0.568878412|0.414243
|||||
D0|So, while teen drug use remains unacceptably high -- and considerably higher than its low point in 1991 -- we are encouraged by these positive trends.|||0.994334579|0.99932027
|||||
D0|Acknowledge: Atty Ge Reno, Gen McCafrey, Lt Gov Townsend|||0.998044372|0.004299284
D0|I want to thank her for pioneering a tough program of drug treatment and testing in her state|||0.940365255|0.011500362
D0|Reno Mayor Jeff Griffin, who chairs the Crime Committee at the United States Conference of Mayors|||0.782678425|0.034998935
D0|I thank the Mayor and the conference for their leadership; Reno Police Chief Jerry Hoover|||0.976597726|0.001165719
